Loyalty Number,Year,Month,Flights Booked,Flights with Companions,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed
520202,2017,10,0,0,0,0,0,0,0
861162,2018,12,7,6,13,2990,299,504,41
520321,2017,10,0,0,0,0,0,0,0
520428,2017,10,3,3,6,2772,277,0,0
520660,2017,10,11,3,14,2520,252,0,0
520821,2017,10,0,0,0,0,0,0,0
521043,2017,10,0,0,0,0,0,0,0
521111,2017,10,8,0,8,2904,290,0,0
521176,2017,10,2,1,3,2562,256,0,0
857708,2018,10,10,4,14,3584,358,610,49
521225,2017,10,0,0,0,0,0,0,0
521252,2017,10,9,0,9,3177,317,0,0
521311,2017,10,2,2,4,1240,124,0,0
521384,2017,10,7,0,7,2135,213,0,0
521431,2017,10,0,0,0,0,0,0,0
521486,2017,10,0,0,0,0,0,0,0
521545,2017,10,2,2,4,588,58,0,0
521576,2017,10,6,3,9,756,75,0,0
521653,2017,10,13,0,13,2990,299,0,0
521684,2017,10,3,0,3,2865,286,0,0
462337,2018,1,9,3,12,1284,128,0,0
521702,2017,10,2,0,2,1320,132,0,0
521875,2017,10,0,0,0,0,0,0,0
462337,2018,2,0,0,0,0,0,0,0
522111,2017,10,4,0,4,548,54,0,0
522234,2017,10,5,4,9,2826,282,0,0
522251,2017,10,0,0,0,0,0,0,0
522261,2017,10,6,6,12,2352,235,0,0
522285,2017,10,0,0,0,0,0,0,0
522408,2017,10,0,0,0,0,0,0,0
522493,2017,10,6,2,8,2328,232,0,0
522572,2017,10,5,0,5,1215,121,0,0
522618,2017,10,9,0,9,801,80,0,0
522677,2017,10,11,0,11,2585,258,0,0
522758,2017,10,0,0,0,0,0,0,0
522763,2017,10,0,0,0,0,0,0,0
522788,2017,10,0,0,0,0,0,0,0
522851,2017,10,0,0,0,0,0,0,0
714316,2018,6,6,2,8,3544,354,676,55
522924,2017,10,12,2,14,3794,379,0,0
522935,2017,10,0,0,0,0,0,0,0
462337,2018,3,0,0,0,0,0,0,0
523110,2017,10,2,0,2,2660,266,0,0
523170,2017,10,0,0,0,0,0,0,0
523188,2017,10,0,0,0,0,0,0,0
462337,2018,4,0,0,0,0,0,0,0
523210,2017,10,13,0,13,2964,296,0,0
523246,2017,10,0,0,0,0,0,0,0
523272,2017,10,6,0,6,1806,180,0,0
523288,2017,10,0,0,0,0,0,0,0
523296,2017,10,2,2,4,1796,179,0,0
353455,2018,8,16,1,17,3179,317,493,40
462337,2018,5,1,1,2,2884,288,0,0
523642,2017,10,10,0,10,2770,277,0,0
523722,2017,10,0,0,0,0,0,0,0
523897,2017,10,0,0,0,0,0,0,0
523904,2017,10,14,2,16,2352,235,0,0
523979,2017,10,0,0,0,0,0,0,0
524055,2017,10,0,0,0,0,0,0,0
524234,2017,10,2,2,4,1256,125,0,0
524379,2017,10,0,0,0,0,0,0,0
939103,2017,10,4,2,6,2538,253,499,40
524536,2017,10,0,0,0,0,0,0,0
524586,2017,10,0,0,0,0,0,0,0
524951,2017,10,0,0,0,0,0,0,0
462337,2018,6,0,0,0,0,0,0,0
525129,2017,10,11,2,13,1677,167,0,0
525188,2017,10,10,6,16,1440,144,0,0
525202,2017,10,0,0,0,0,0,0,0
525245,2017,10,0,0,0,0,0,0,0
525246,2017,10,1,0,1,1443,144,0,0
525476,2017,10,0,0,0,0,0,0,0
525508,2017,10,0,0,0,0,0,0,0
525525,2017,10,8,0,8,584,58,0,0
525548,2017,10,6,0,6,2832,283,0,0
525579,2017,10,3,3,6,1506,150,0,0
525612,2017,10,0,0,0,0,0,0,0
525740,2017,10,9,3,12,1284,128,0,0
656572,2017,4,10,4,14,3542,354,602,49
525866,2017,10,0,0,0,0,0,0,0
525918,2017,10,0,0,0,0,0,0,0
526020,2017,10,0,0,0,0,0,0,0
526064,2017,10,0,0,0,0,0,0,0
526094,2017,10,4,2,6,1986,198,0,0
526164,2017,10,13,0,13,3224,322,0,0
526165,2017,10,7,5,12,3060,306,0,0
526222,2017,10,12,4,16,4000,400,0,0
526316,2017,10,0,0,0,0,0,0,0
526344,2017,10,0,0,0,0,0,0,0
422805,2017,12,5,2,7,3101,310,600,48
996745,2017,8,8,7,15,3240,324,530,43
526479,2017,10,0,0,0,0,0,0,0
526481,2017,10,0,0,0,0,0,0,0
526508,2017,10,0,0,0,0,0,0,0
526579,2017,10,0,0,0,0,0,0,0
526586,2017,10,9,0,9,2736,273,0,0
526629,2017,10,0,0,0,0,0,0,0
526644,2017,10,7,0,7,2744,274,0,0
526663,2017,10,0,0,0,0,0,0,0
462337,2018,7,12,0,12,1116,111,0,0
526747,2017,10,0,0,0,0,0,0,0
526765,2017,10,6,0,6,2334,233,0,0
526784,2017,10,11,7,18,1710,171,0,0
526822,2017,10,11,0,11,3025,302,0,0
526867,2017,10,0,0,0,0,0,0,0
526975,2017,10,0,0,0,0,0,0,0
527004,2017,10,9,0,9,1017,101,0,0
527067,2017,10,6,0,6,3018,301,0,0
527090,2017,10,0,0,0,0,0,0,0
527194,2017,10,11,0,11,1617,161,0,0
669890,2018,8,8,7,15,3240,324,530,43
527244,2017,10,0,0,0,0,0,0,0
527337,2017,10,0,0,0,0,0,0,0
527414,2017,10,0,0,0,0,0,0,0
380795,2018,6,14,5,19,4978,497,833,67
527565,2017,10,3,2,5,1250,125,0,0
527582,2017,10,7,0,7,3066,306,0,0
527622,2017,10,11,7,18,2232,223,0,0
527640,2017,10,0,0,0,0,0,0,0
462337,2018,8,0,0,0,0,0,0,0
527712,2017,10,11,0,11,2948,294,0,0
527773,2017,10,0,0,0,0,0,0,0
527838,2017,10,11,0,11,2013,201,0,0
527941,2017,10,8,6,14,2800,280,0,0
462337,2018,9,0,0,0,0,0,0,0
528055,2017,10,4,4,8,576,57,0,0
528074,2017,10,0,0,0,0,0,0,0
528095,2017,10,0,0,0,0,0,0,0
528122,2017,10,12,2,14,966,96,0,0
528160,2017,10,8,0,8,2104,210,0,0
528173,2017,10,3,0,3,873,87,0,0
528226,2017,10,5,2,7,2282,228,0,0
528229,2017,10,0,0,0,0,0,0,0
528260,2017,10,0,0,0,0,0,0,0
528331,2017,10,0,0,0,0,0,0,0
528332,2017,10,6,5,11,2145,214,0,0
528363,2017,10,2,0,2,2520,252,0,0
528413,2017,10,8,0,8,2904,290,0,0
528447,2017,10,0,0,0,0,0,0,0
528447,2017,10,0,0,0,0,0,0,0
462337,2018,10,0,0,0,0,0,0,0
528693,2017,10,0,0,0,0,0,0,0
528697,2017,10,0,0,0,0,0,0,0
528712,2017,10,0,0,0,0,0,0,0
528782,2017,10,0,0,0,0,0,0,0
528809,2017,10,9,0,9,675,67,0,0
528985,2017,10,5,0,5,2905,290,0,0
529085,2017,10,1,1,2,2962,296,0,0
529098,2017,10,0,0,0,0,0,0,0
529106,2017,10,2,0,2,2346,234,0,0
529140,2017,10,11,0,11,3025,302,0,0
529218,2017,10,6,6,12,3732,373,0,0
529331,2017,10,0,0,0,0,0,0,0
529390,2017,10,6,2,8,2408,240,0,0
529415,2017,10,0,0,0,0,0,0,0
529458,2017,10,0,0,0,0,0,0,0
529471,2017,10,0,0,0,0,0,0,0
462337,2018,11,0,0,0,0,0,0,0
529579,2017,10,0,0,0,0,0,0,0
529733,2017,10,0,0,0,0,0,0,0
529746,2017,10,0,0,0,0,0,0,0
529922,2017,10,5,0,5,2215,221,0,0
529988,2017,10,0,0,0,0,0,0,0
530051,2017,10,11,0,11,1903,190,0,0
530098,2017,10,11,0,11,1507,150,0,0
462337,2018,12,0,0,0,0,0,0,0
530113,2017,10,0,0,0,0,0,0,0
530119,2017,10,0,0,0,0,0,0,0
530206,2017,10,0,0,0,0,0,0,0
462366,2017,1,9,0,9,1197,119,0,0
530235,2017,10,10,0,10,3070,307,0,0
530281,2017,10,0,0,0,0,0,0,0
530299,2017,10,5,0,5,545,54,0,0
530425,2017,10,11,1,12,2352,235,0,0
530436,2017,10,0,0,0,0,0,0,0
530508,2017,10,0,0,0,0,0,0,0
530517,2017,10,5,1,6,1650,165,0,0
530613,2017,10,2,2,4,3236,323,0,0
530621,2017,10,0,0,0,0,0,0,0
760672,2018,5,11,4,15,4035,403,689,56
530712,2017,10,0,0,0,0,0,0,0
530770,2017,10,3,0,3,933,93,0,0
530833,2017,10,0,0,0,0,0,0,0
565452,2017,2,9,3,12,3096,309,538,44
530880,2017,10,13,2,15,3210,321,0,0
530955,2017,10,0,0,0,0,0,0,0
530978,2017,10,4,0,4,1364,136,0,0
531052,2017,10,5,1,6,1392,139,0,0
531201,2017,10,0,0,0,0,0,0,0
531286,2017,10,4,0,4,428,42,0,0
531290,2017,10,0,0,0,0,0,0,0
531293,2017,10,0,0,0,0,0,0,0
531398,2017,10,0,0,0,0,0,0,0
531430,2017,10,13,0,13,3731,373,0,0
531514,2017,10,6,0,6,1734,173,0,0
531515,2017,10,0,0,0,0,0,0,0
531619,2017,10,0,0,0,0,0,0,0
531793,2017,10,3,1,4,1840,184,0,0
531841,2017,10,0,0,0,0,0,0,0
531868,2017,10,3,2,5,920,92,0,0
531976,2017,10,11,0,11,1144,114,0,0
532203,2017,10,0,0,0,0,0,0,0
532333,2017,10,7,2,9,1773,177,0,0
532334,2017,10,0,0,0,0,0,0,0
532376,2017,10,0,0,0,0,0,0,0
532378,2017,10,8,1,9,3096,309,0,0
532419,2017,10,0,0,0,0,0,0,0
532422,2017,10,0,0,0,0,0,0,0
532464,2017,10,0,0,0,0,0,0,0
532592,2017,10,4,2,6,906,90,0,0
532752,2017,10,0,0,0,0,0,0,0
532759,2017,10,0,0,0,0,0,0,0
462366,2017,2,7,0,7,3010,301,0,0
532832,2017,10,11,0,11,1738,173,0,0
462366,2017,4,6,0,6,2118,211,0,0
462366,2017,5,13,0,13,2470,247,0,0
462366,2017,6,3,3,6,2784,278,0,0
532978,2017,10,0,0,0,0,0,0,0
532997,2017,10,7,0,7,2898,289,0,0
462366,2017,7,16,2,18,3654,365,0,0
533198,2017,10,0,0,0,0,0,0,0
462366,2017,8,0,0,0,0,0,0,0
533302,2017,10,0,0,0,0,0,0,0
533365,2017,10,3,0,3,2106,210,0,0
533388,2017,10,0,0,0,0,0,0,0
533391,2017,10,0,0,0,0,0,0,0
533470,2017,10,1,0,1,118,11,0,0
533488,2017,10,0,0,0,0,0,0,0
533509,2017,10,3,0,3,2292,229,0,0
533539,2017,10,9,0,9,2169,216,0,0
533638,2017,10,12,0,12,3252,325,0,0
533666,2017,10,5,0,5,2275,227,0,0
533742,2017,10,14,7,21,3318,331,0,0
533766,2017,10,0,0,0,0,0,0,0
533950,2017,10,0,0,0,0,0,0,0
534009,2017,10,6,0,6,528,52,0,0
534151,2017,10,0,0,0,0,0,0,0
534324,2017,10,0,0,0,0,0,0,0
534452,2017,10,6,4,10,1680,168,0,0
159608,2018,6,8,7,15,3420,342,567,46
534481,2017,10,1,0,1,2028,202,0,0
534505,2017,10,0,0,0,0,0,0,0
462366,2017,9,0,0,0,0,0,0,0
534571,2017,10,0,0,0,0,0,0,0
534649,2017,10,1,0,1,963,96,0,0
534716,2017,10,0,0,0,0,0,0,0
534734,2017,10,0,0,0,0,0,0,0
534764,2017,10,0,0,0,0,0,0,0
534794,2017,10,0,0,0,0,0,0,0
534805,2017,10,0,0,0,0,0,0,0
534813,2017,10,0,0,0,0,0,0,0
534904,2017,10,13,2,15,1350,135,0,0
534905,2017,10,0,0,0,0,0,0,0
534972,2017,10,13,0,13,1586,158,0,0
535151,2017,10,2,0,2,3258,325,0,0
462366,2017,10,0,0,0,0,0,0,0
535233,2017,10,0,0,0,0,0,0,0
535251,2017,10,0,0,0,0,0,0,0
251779,2017,11,9,3,12,3300,330,578,47
535327,2017,10,0,0,0,0,0,0,0
535367,2017,10,0,0,0,0,0,0,0
535413,2017,10,0,0,0,0,0,0,0
670131,2018,11,9,3,12,3300,330,578,47
535482,2017,10,8,0,8,656,65,0,0
462366,2017,11,0,0,0,0,0,0,0
535539,2017,10,6,0,6,1236,123,0,0
535544,2017,10,0,0,0,0,0,0,0
535587,2017,10,12,6,18,2520,252,0,0
535852,2017,10,0,0,0,0,0,0,0
535892,2017,10,6,0,6,648,64,0,0
535944,2017,10,0,0,0,0,0,0,0
536018,2017,10,0,0,0,0,0,0,0
536021,2017,10,0,0,0,0,0,0,0
536021,2017,10,0,0,0,0,0,0,0
332409,2017,3,5,2,7,2912,291,562,45
536082,2017,10,3,0,3,1152,115,0,0
536092,2017,10,3,3,6,1776,177,0,0
536124,2017,10,0,0,0,0,0,0,0
462366,2017,12,0,0,0,0,0,0,0
536186,2017,10,2,2,4,2416,241,0,0
536371,2017,10,0,0,0,0,0,0,0
536409,2017,10,0,0,0,0,0,0,0
536485,2017,10,2,0,2,2054,205,0,0
536517,2017,10,10,0,10,2350,235,0,0
536535,2017,10,8,6,14,2254,225,0,0
536567,2017,10,0,0,0,0,0,0,0
536577,2017,10,6,0,6,588,58,0,0
536603,2017,10,0,0,0,0,0,0,0
536671,2017,10,8,0,8,2448,244,0,0
462366,2018,1,0,0,0,0,0,0,0
536794,2017,10,13,6,19,3287,328,0,0
536823,2017,10,13,0,13,3835,383,0,0
462366,2018,2,0,0,0,0,0,0,0
536941,2017,10,0,0,0,0,0,0,0
536959,2017,10,0,0,0,0,0,0,0
537013,2017,10,0,0,0,0,0,0,0
275049,2017,5,5,2,7,2912,291,562,45
537124,2017,10,13,0,13,3705,370,0,0
537132,2017,10,0,0,0,0,0,0,0
537387,2017,10,7,0,7,812,81,0,0
537397,2017,10,0,0,0,0,0,0,0
537405,2017,10,0,0,0,0,0,0,0
462366,2018,3,0,0,0,0,0,0,0
537613,2017,10,0,0,0,0,0,0,0
537701,2017,10,1,0,1,2260,226,0,0
537711,2017,10,10,6,16,2192,219,0,0
149348,2017,7,18,2,20,3600,360,541,44
537795,2017,10,14,0,14,1232,123,0,0
537829,2017,10,0,0,0,0,0,0,0
462366,2018,4,0,0,0,0,0,0,0
537887,2017,10,0,0,0,0,0,0,0
537907,2017,10,9,0,9,711,71,0,0
628924,2017,7,7,3,10,3760,376,696,56
537990,2017,10,4,2,6,3030,303,0,0
538042,2017,10,2,0,2,970,97,0,0
538308,2017,10,0,0,0,0,0,0,0
471662,2018,7,7,3,10,3760,376,696,56
538507,2017,10,14,2,16,3152,315,0,0
538550,2017,10,13,2,15,1890,189,0,0
538760,2017,10,0,0,0,0,0,0,0
538770,2017,10,13,5,18,3402,340,0,0
538795,2017,10,0,0,0,0,0,0,0
517262,2018,11,4,1,5,2350,235,473,38
538877,2017,10,0,0,0,0,0,0,0
538902,2017,10,0,0,0,0,0,0,0
538949,2017,10,0,0,0,0,0,0,0
538979,2017,10,4,0,4,600,60,0,0
539106,2017,10,11,0,11,1100,110,0,0
462366,2018,5,0,0,0,0,0,0,0
539144,2017,10,0,0,0,0,0,0,0
539322,2017,10,6,5,11,2046,204,0,0
539358,2017,10,12,5,17,2550,255,0,0
539370,2017,10,8,0,8,2288,228,0,0
539436,2017,10,0,0,0,0,0,0,0
539505,2017,10,0,0,0,0,0,0,0
539537,2017,10,13,0,13,1079,107,0,0
539599,2017,10,0,0,0,0,0,0,0
399670,2018,9,5,2,7,2723,272,524,42
539674,2017,10,14,0,14,3794,379,0,0
539704,2017,10,14,0,14,2114,211,0,0
539705,2017,10,0,0,0,0,0,0,0
462366,2018,6,0,0,0,0,0,0,0
877251,2018,3,6,2,8,2496,311.25,466,38
539746,2017,10,0,0,0,0,0,0,0
539760,2017,10,13,2,15,3375,337,0,0
539776,2017,10,2,2,4,1664,166,0,0
462366,2018,7,0,0,0,0,0,0,0
539941,2017,10,0,0,0,0,0,0,0
540011,2017,10,0,0,0,0,0,0,0
540109,2017,10,2,2,4,1300,130,0,0
540112,2017,10,2,2,4,2416,241,0,0
540142,2017,10,3,3,6,1458,145,0,0
540268,2017,10,3,3,6,1218,121,0,0
540291,2017,10,0,0,0,0,0,0,0
944980,2018,10,3,3,6,2028,202,397,32
540380,2017,10,0,0,0,0,0,0,0
560713,2017,11,3,3,6,1932,193,377,31
540548,2017,10,9,0,9,3114,311,0,0
540551,2017,10,3,3,6,1308,130,0,0
540628,2017,10,5,4,9,855,85,0,0
540715,2017,10,0,0,0,0,0,0,0
540751,2017,10,13,0,13,3601,360,0,0
540756,2017,10,0,0,0,0,0,0,0
462366,2017,3,8,8,16,1792,179,515,42
540836,2017,10,0,0,0,0,0,0,0
540901,2017,10,0,0,0,0,0,0,0
540905,2017,10,11,0,11,3058,305,0,0
540918,2017,10,6,6,12,3336,333,0,0
540966,2017,10,1,0,1,2697,269,0,0
541000,2017,10,0,0,0,0,0,0,0
541008,2017,10,0,0,0,0,0,0,0
541009,2017,10,4,4,8,744,74,0,0
541037,2017,10,0,0,0,0,0,0,0
633458,2017,6,4,4,8,2824,282,533,43
541078,2017,10,0,0,0,0,0,0,0
541163,2017,10,2,0,2,930,93,0,0
733350,2018,6,4,4,8,2824,282,533,43
541239,2017,10,0,0,0,0,0,0,0
541358,2017,10,0,0,0,0,0,0,0
541410,2017,10,0,0,0,0,0,0,0
541435,2017,10,0,0,0,0,0,0,0
541557,2017,10,10,0,10,850,85,0,0
541564,2017,10,5,0,5,1945,194,0,0
541741,2017,10,8,0,8,824,82,0,0
541751,2017,10,0,0,0,0,0,0,0
541898,2017,10,4,0,4,1960,196,0,0
462366,2018,8,0,0,0,0,0,0,0
541961,2017,10,14,0,14,2352,235,0,0
542002,2017,10,0,0,0,0,0,0,0
542014,2017,10,6,0,6,3084,308,0,0
542043,2017,10,0,0,0,0,0,0,0
542085,2017,10,2,0,2,2444,244,0,0
462366,2018,9,0,0,0,0,0,0,0
542118,2017,10,0,0,0,0,0,0,0
324707,2018,12,4,4,8,2536,253,474,38
542182,2017,10,6,0,6,1296,129,0,0
542208,2017,10,0,0,0,0,0,0,0
542287,2017,10,11,4,15,2925,292,0,0
462366,2018,10,0,0,0,0,0,0,0
542574,2017,10,0,0,0,0,0,0,0
542636,2017,10,0,0,0,0,0,0,0
542696,2017,10,0,0,0,0,0,0,0
542893,2017,10,0,0,0,0,0,0,0
542934,2017,10,0,0,0,0,0,0,0
542976,2017,10,0,0,0,0,0,0,0
543119,2017,10,13,3,16,3824,382,0,0
543285,2017,10,0,0,0,0,0,0,0
543326,2017,10,0,0,0,0,0,0,0
543422,2017,10,11,5,16,3280,328,0,0
543449,2017,10,0,0,0,0,0,0,0
462366,2018,11,0,0,0,0,0,0,0
543460,2017,10,5,5,10,1590,159,0,0
543478,2017,10,0,0,0,0,0,0,0
543553,2017,10,0,0,0,0,0,0,0
543599,2017,10,0,0,0,0,0,0,0
543693,2017,10,0,0,0,0,0,0,0
543852,2017,10,10,0,10,2840,284,0,0
543862,2017,10,13,4,17,1649,164,0,0
462366,2018,12,0,0,0,0,0,0,0
543901,2017,10,3,2,5,685,68,0,0
920175,2018,1,3,3,6,1860,186,363,30
543956,2017,10,0,0,0,0,0,0,0
543978,2017,10,0,0,0,0,0,0,0
544167,2017,10,9,7,16,3232,323,0,0
463146,2017,1,0,0,0,0,0,0,0
544301,2017,10,8,5,13,2769,276,0,0
463146,2017,2,0,0,0,0,0,0,0
544337,2017,10,0,0,0,0,0,0,0
544421,2017,10,9,0,9,2367,236,0,0
825569,2018,8,4,4,8,2656,265,499,40
786703,2017,3,3,3,6,2274,227,445,36
544569,2017,10,2,0,2,2470,247,0,0
463146,2017,3,0,0,0,0,0,0,0
544690,2017,10,10,3,13,1248,124,0,0
544752,2017,10,9,0,9,1494,149,0,0
544837,2017,10,6,0,6,2400,240,0,0
544890,2017,10,3,3,6,2982,298,0,0
545010,2017,10,0,0,0,0,0,0,0
545087,2017,10,0,0,0,0,0,0,0
545127,2017,10,2,2,4,500,50,0,0
545144,2017,10,0,0,0,0,0,0,0
545179,2017,10,8,0,8,1048,104,0,0
545278,2017,10,2,2,4,744,74,0,0
545378,2017,10,6,5,11,2101,210,0,0
463146,2017,4,0,0,0,0,0,0,0
545421,2017,10,10,0,10,2700,270,0,0
545497,2017,10,4,4,8,1752,175,0,0
545514,2017,10,0,0,0,0,0,0,0
178864,2018,3,3,3,6,2274,245.16,445,36
545541,2017,10,1,1,2,1508,150,0,0
545567,2017,10,10,6,16,2800,280,0,0
545582,2017,10,4,0,4,3196,319,0,0
545586,2017,10,0,0,0,0,0,0,0
545638,2017,10,0,0,0,0,0,0,0
545659,2017,10,0,0,0,0,0,0,0
545744,2017,10,4,0,4,3060,306,0,0
545883,2017,10,0,0,0,0,0,0,0
545889,2017,10,0,0,0,0,0,0,0
644938,2018,7,5,5,10,3020,302,547,44
545947,2017,10,7,2,9,2610,261,0,0
546025,2017,10,10,2,12,2160,216,0,0
546037,2017,10,0,0,0,0,0,0,0
546039,2017,10,0,0,0,0,0,0,0
546163,2017,10,0,0,0,0,0,0,0
546171,2017,10,0,0,0,0,0,0,0
546177,2017,10,2,2,4,1088,108,0,0
546231,2017,10,0,0,0,0,0,0,0
546259,2017,10,0,0,0,0,0,0,0
546259,2017,10,0,0,0,0,0,0,0
789004,2017,4,3,3,6,2004,200,392,32
546665,2017,10,0,0,0,0,0,0,0
546736,2017,10,0,0,0,0,0,0,0
546758,2017,10,13,4,17,1360,136,0,0
546773,2017,10,1,1,2,1500,150,0,0
546796,2017,10,0,0,0,0,0,0,0
546827,2017,10,8,0,8,3456,345,0,0
546869,2017,10,2,0,2,1688,168,0,0
463146,2017,5,0,0,0,0,0,0,0
546997,2017,10,0,0,0,0,0,0,0
547016,2017,10,11,4,15,2505,250,0,0
547190,2017,10,0,0,0,0,0,0,0
547213,2017,10,4,0,4,2420,242,0,0
547217,2017,10,0,0,0,0,0,0,0
547342,2017,10,0,0,0,0,0,0,0
547355,2017,10,2,0,2,884,88,0,0
547357,2017,10,4,0,4,1428,142,0,0
547360,2017,10,12,0,12,1812,181,0,0
547407,2017,10,0,0,0,0,0,0,0
547442,2017,10,0,0,0,0,0,0,0
646502,2018,3,8,6,14,3038,454.5,502,41
547522,2017,10,0,0,0,0,0,0,0
547522,2017,10,0,0,0,0,0,0,0
547542,2017,10,6,4,10,3390,339,0,0
547559,2017,10,0,0,0,0,0,0,0
547561,2017,10,9,0,9,1611,161,0,0
547575,2017,10,13,6,19,1634,163,0,0
547649,2017,10,4,1,5,2510,251,0,0
547699,2017,10,13,7,20,2360,236,0,0
547764,2017,10,0,0,0,0,0,0,0
547802,2017,10,8,0,8,2272,227,0,0
547994,2017,10,0,0,0,0,0,0,0
548037,2017,10,2,0,2,1504,150,0,0
548126,2017,10,0,0,0,0,0,0,0
548202,2017,10,0,0,0,0,0,0,0
548228,2017,10,3,0,3,1920,192,0,0
410982,2017,11,4,4,8,2440,244,455,37
548244,2017,10,9,6,15,2595,259,0,0
914316,2018,11,4,4,8,2440,244,455,37
548335,2017,10,0,0,0,0,0,0,0
548390,2017,10,0,0,0,0,0,0,0
286975,2017,3,5,5,10,2980,298,539,44
548638,2017,10,0,0,0,0,0,0,0
548682,2017,10,5,5,10,2520,252,0,0
548722,2017,10,11,0,11,2101,210,0,0
548752,2017,10,13,3,16,2976,297,0,0
548883,2017,10,0,0,0,0,0,0,0
548999,2017,10,8,0,8,1328,132,0,0
549034,2017,10,11,2,13,3393,339,0,0
549064,2017,10,0,0,0,0,0,0,0
549080,2017,10,11,7,18,1728,172,0,0
463146,2017,6,0,0,0,0,0,0,0
549132,2017,10,1,1,2,906,90,0,0
463146,2017,7,19,0,19,3800,380,0,0
549238,2017,10,9,0,9,2241,224,0,0
549402,2017,10,8,0,8,1376,137,0,0
549404,2017,10,0,0,0,0,0,0,0
549415,2017,10,0,0,0,0,0,0,0
549444,2017,10,11,0,11,1683,168,0,0
832864,2018,5,5,5,10,2980,298,539,44
549540,2017,10,11,2,13,2834,283,0,0
549541,2017,10,1,1,2,1928,192,0,0
549562,2017,10,0,0,0,0,0,0,0
463146,2017,8,0,0,0,0,0,0,0
549612,2017,10,12,0,12,2544,254,0,0
549686,2017,10,8,3,11,3245,324,0,0
549715,2017,10,4,2,6,2826,282,0,0
549751,2017,10,13,1,14,910,91,0,0
549757,2017,10,0,0,0,0,0,0,0
549858,2017,10,0,0,0,0,0,0,0
549862,2017,10,2,2,4,2196,219,0,0
549982,2017,10,6,6,12,1572,157,0,0
550058,2017,10,0,0,0,0,0,0,0
550173,2017,10,0,0,0,0,0,0,0
550213,2017,10,12,6,18,1314,131,0,0
550262,2017,10,0,0,0,0,0,0,0
550303,2017,10,0,0,0,0,0,0,0
550352,2017,10,0,0,0,0,0,0,0
550434,2017,10,13,0,13,1742,174,0,0
550519,2017,10,7,0,7,658,65,0,0
550539,2017,10,0,0,0,0,0,0,0
550575,2017,10,0,0,0,0,0,0,0
550598,2017,10,0,0,0,0,0,0,0
497576,2018,7,7,7,14,3850,385,667,54
550769,2017,10,13,6,19,4085,408,0,0
550834,2017,10,0,0,0,0,0,0,0
550839,2017,10,13,0,13,3432,343,0,0
550856,2017,10,8,3,11,2189,218,0,0
550896,2017,10,11,0,11,3641,364,0,0
551055,2017,10,0,0,0,0,0,0,0
551154,2017,10,2,2,4,1344,134,0,0
551248,2017,10,3,0,3,1914,191,0,0
551296,2017,10,12,0,12,1212,121,0,0
551300,2017,10,0,0,0,0,0,0,0
551313,2017,10,0,0,0,0,0,0,0
551391,2017,10,3,3,6,2112,211,0,0
551429,2017,10,7,0,7,2380,238,0,0
551510,2017,10,1,1,2,2908,290,0,0
551533,2017,10,0,0,0,0,0,0,0
551652,2017,10,5,5,10,3550,355,0,0
551710,2017,10,0,0,0,0,0,0,0
464187,2018,9,5,5,10,2800,280,503,41
551828,2017,10,0,0,0,0,0,0,0
551833,2017,10,6,0,6,906,90,0,0
587196,2017,2,4,4,8,2288,228,424,34
551938,2017,10,8,6,14,3360,336,0,0
551946,2017,10,13,4,17,1394,139,0,0
463146,2017,9,0,0,0,0,0,0,0
551975,2017,10,0,0,0,0,0,0,0
551981,2017,10,9,0,9,1440,144,0,0
552016,2017,10,0,0,0,0,0,0,0
552221,2017,10,0,0,0,0,0,0,0
552235,2017,10,0,0,0,0,0,0,0
552278,2017,10,2,2,4,2640,264,0,0
552328,2017,10,13,7,20,2420,242,0,0
552364,2017,10,0,0,0,0,0,0,0
552441,2017,10,0,0,0,0,0,0,0
552546,2017,10,0,0,0,0,0,0,0
552568,2017,10,0,0,0,0,0,0,0
552576,2017,10,2,2,4,1040,104,0,0
552669,2017,10,7,4,11,2893,289,0,0
552747,2017,10,4,0,4,3296,329,0,0
463146,2017,10,6,6,12,1788,178,0,0
463146,2017,11,1,0,1,426,42,0,0
552818,2017,10,13,0,13,2093,209,0,0
552823,2017,10,0,0,0,0,0,0,0
552936,2017,10,0,0,0,0,0,0,0
552945,2017,10,0,0,0,0,0,0,0
552965,2017,10,0,0,0,0,0,0,0
552966,2017,10,11,4,15,2955,295,0,0
553018,2017,10,0,0,0,0,0,0,0
553061,2017,10,10,0,10,1490,149,0,0
553089,2017,10,12,0,12,2100,210,0,0
553254,2017,10,4,0,4,1632,163,0,0
553261,2017,10,8,6,14,3626,362,0,0
332225,2018,2,10,0,10,2920,365,527,43
553396,2017,10,0,0,0,0,0,0,0
553412,2017,10,0,0,0,0,0,0,0
553453,2017,10,0,0,0,0,0,0,0
553530,2017,10,8,7,15,2265,226,0,0
553558,2017,10,0,0,0,0,0,0,0
463146,2017,12,0,0,0,0,0,0,0
553879,2017,10,0,0,0,0,0,0,0
553936,2017,10,0,0,0,0,0,0,0
553943,2017,10,3,2,5,1970,197,0,0
553944,2017,10,0,0,0,0,0,0,0
553954,2017,10,0,0,0,0,0,0,0
553956,2017,10,0,0,0,0,0,0,0
553973,2017,10,2,0,2,2058,205,0,0
554104,2017,10,0,0,0,0,0,0,0
554136,2017,10,4,2,6,624,62,0,0
